Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Remessa de bem por conta de contrato de comodato ou locação - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato ou locação.;Origem / Destino Fora Estado;6908;6.908 - Remessa de bem por conta de contrato de comodato ou locação - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno de bem recebido por conta de contrato de comodato ou locação - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato ou locação.;Origem / Destino Fora Estado;6909;6.909 - Retorno de bem recebido por conta de contrato de comodato ou locação - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Remessa em bonificação, doação ou brinde;Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.;Origem / Destino Fora Estado;6910;6.910 - Remessa em bonificação, doação ou brinde
Remessa de amostra grátis;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.;Origem / Destino Fora Estado;6911;6.911 - Remessa de amostra grátis
Remessa de mercadoria ou bem para demonstração, mostruário ou treinamento;Classificam-se neste código as remessas de mercadorias ou bens para demonstração, mostruário ou treinamento.;Origem / Destino Fora Estado;6912;6.912 - Remessa de mercadoria ou bem para demonstração, mostruário ou treinamento
Retorno de mercadoria ou bem recebido para demonstração ou mostruário;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração ou mostruário.;Origem / Destino Fora Estado;6913;6.913 - Retorno de mercadoria ou bem recebido para demonstração ou mostruário
Remessa de mercadoria ou bem para exposição ou feira;Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.;Origem / Destino Fora Estado;6914;6.914 - Remessa de mercadoria ou bem para exposição ou feira
Remessa de mercadoria ou bem para conserto ou reparo;Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.;Origem / Destino Fora Estado;6915;6.915 - Remessa de mercadoria ou bem para conserto ou reparo
Retorno de mercadoria ou bem recebido para conserto ou reparo;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.;Origem / Destino Fora Estado;6916;6.916 - Retorno de mercadoria ou bem recebido para conserto ou reparo
Remessa de mercadoria em consignação mercantil ou industrial;Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.;Origem / Destino Fora Estado;6917;6.917 - Remessa de mercadoria em consignação mercantil ou industrial
Devolução de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.;Origem / Destino Fora Estado;6918;6.918 - Devolução de mercadoria recebida em consignação mercantil ou industrial
Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.;Origem / Destino Fora Estado;6919;6.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial
Remessa de vasilhame ou sacaria;Classificam-se neste código as remessas de vasilhame ou sacaria.;Origem / Destino Fora Estado;6920;6.920 - Remessa de vasilhame ou sacaria
Devolução de vasilhame ou sacaria;Classificam-se neste código as saídas por devolução de vasilhame ou sacaria.;Origem / Destino Fora Estado;6921;6.921 - Devolução de vasilhame ou sacaria
Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.;Origem / Destino Fora Estado;6922;6.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura
Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem;Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário, foi classificada nos códigos 5118 ou 6118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem ou 5119 ou 6119.;Origem / Destino Fora Estado;6923;6.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem
Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.;Origem / Destino Fora Estado;6924;6.924 - Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente
Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;Origem / Destino Fora Estado;6925;6.925 - Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente
Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço;Classificam-se neste código exclusivamente os lançamentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribuída a responsabilidade pelo recolhimento do imposto devido pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço.;Origem / Destino Fora Estado;6931;6.931 - Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço
Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador;Classificam-se neste código as prestações de serviço de transporte que tenham sido iniciadas em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.;Origem / Destino Fora Estado;6932;6.932 - Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador
Prestação de serviço tributado pelo Imposto Sobre Serviços de Qualquer Natureza;Classificam-se neste código as remessas simbólicas de mercadorias depositadas em depósito fechado ou armazém geral, efetuadas nas situações em que haja a transmissão de propriedade com a permanência das mercadorias em depósito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a depósito fechado ou armazém geral.;Origem / Destino Fora Estado;6933;6.933 - Prestação de serviço tributado pelo Imposto Sobre Serviços de Qualquer Natureza
